2024-10-05 12:12:27 | Felipe Barbosa | AlphaTauri | 110.103
2024-10-05 11:24:19 | José Ferreira | Ferrari | 110.936
2024-10-05 13:01:30 | Leonardo Almeida | Alfa Romeo | 110.936
2024-10-05 13:24:31 | Marcos Costa | Mercedes | 110.939
2024-10-05 14:52:55 | Felipe Barbosa | Ferrari | 110.94
2024-10-05 16:28:29 | Leonardo Almeida | AlphaTauri | 110.94
2024-10-05 16:53:08 | Thiago Mendes | Ferrari | 110.94
2024-10-05 14:17:09 | Pedro Oliveira | Mercedes | 110.943
2024-10-05 15:52:23 | Marcos Costa | Ferrari | 110.945
2024-10-05 11:54:47 | Leonardo Almeida | Red Bull Racing | 110.947
2024-10-05 10:05:58 | Gabriel Souza | Mercedes | 110.948
2024-10-05 10:10:13 | Fernando Silva | Alpine | 110.949
2024-10-05 15:16:57 | Felipe Barbosa | Ferrari | 110.952
2024-10-05 14:44:13 | Leonardo Almeida | McLaren | 110.952
2024-10-05 15:37:28 | Rafael Rocha | Haas | 110.955
2024-10-05 17:22:20 | Gabriel Souza | Alpine | 110.956
2024-10-05 11:38:29 | Gabriel Souza | Red Bull Racing | 110.956
2024-10-05 14:51:10 | Gabriel Souza | Alfa Romeo | 110.956
2024-10-05 17:05:35 | José Ferreira | Alpine | 110.957
2024-10-05 15:08:53 | Pedro Oliveira | Alfa Romeo | 110.958
2024-10-05 12:32:29 | Fernando Silva | Williams | 110.959
2024-10-05 17:45:12 | José Ferreira | AlphaTauri | 110.96
2024-10-05 16:49:20 | José Ferreira | McLaren | 110.967
2024-10-05 16:02:08 | Rafael Rocha | Williams | 110.967
2024-10-05 14:42:00 | Marcos Costa | Alfa Romeo | 110.969
2024-10-05 15:03:07 | Felipe Barbosa | AlphaTauri | 110.974
2024-10-05 17:09:44 | Fernando Silva | Alfa Romeo | 110.974
2024-10-05 16:12:05 | Pedro Oliveira | Alfa Romeo | 110.975
2024-10-05 11:44:00 | Felipe Barbosa | Alpine | 110.978
2024-10-05 18:52:16 | Fernando Silva | Williams | 110.978
2024-10-05 10:37:58 | Leonardo Almeida | McLaren | 110.995
2024-10-05 16:19:14 | Leonardo Almeida | McLaren | 110.997
2024-10-05 16:48:42 | José Ferreira | Aston Martin | 110.999
2024-10-05 14:20:37 | Rafael Rocha | Aston Martin | 111.101
2024-10-05 10:02:13 | Pedro Oliveira | Williams | 111.103
2024-10-05 17:02:31 | Felipe Barbosa | Red Bull Racing | 111.108
2024-10-05 18:15:38 | Marcos Costa | Mercedes | 111.11
2024-10-05 17:45:00 | Thiago Mendes | Alpine | 111.11
2024-10-05 10:43:02 | José Ferreira | Mercedes | 111.112
2024-10-05 16:07:52 | Pedro Oliveira | Aston Martin | 111.114
2024-10-05 15:44:00 | Carlos Andrade | Red Bull Racing | 111.115
2024-10-05 15:09:18 | Gabriel Souza | Haas | 111.115
2024-10-05 11:59:46 | José Ferreira | Alpine | 111.115
2024-10-05 12:44:47 | Thiago Mendes | Mercedes | 111.116
2024-10-05 17:34:08 | Felipe Barbosa | Haas | 111.117
2024-10-05 10:12:10 | Carlos Andrade | Mercedes | 111.12
2024-10-05 10:23:12 | Felipe Barbosa | McLaren | 111.12
2024-10-05 16:36:18 | Lucas Silva | Haas | 111.121
2024-10-05 15:12:15 | Fernando Silva | McLaren | 111.125
2024-10-05 12:22:52 | Felipe Barbosa | Aston Martin | 111.13
2024-10-05 18:54:59 | Fernando Silva | Williams | 111.131
2024-10-05 17:04:59 | Marcos Costa | Red Bull Racing | 111.133
2024-10-05 16:44:38 | Rafael Rocha | Alpine | 111.135
2024-10-05 16:27:32 | Lucas Silva | Williams | 111.136
2024-10-05 10:51:12 | Rafael Rocha | Alfa Romeo | 111.138
2024-10-05 17:54:20 | Thiago Mendes | Alpine | 111.14
2024-10-05 14:26:55 | Fernando Silva | Red Bull Racing | 111.142
2024-10-05 17:26:10 | Thiago Mendes | Ferrari | 111.145
2024-10-05 18:38:56 | José Ferreira | Haas | 111.15
2024-10-05 15:40:34 | Rafael Rocha | Red Bull Racing | 111.15
2024-10-05 17:08:33 | Fernando Silva | Alpine | 111.154
2024-10-05 14:35:17 | Fernando Silva | Alfa Romeo | 111.157
2024-10-05 13:32:23 | Carlos Andrade | AlphaTauri | 111.16
2024-10-05 10:26:05 | Rafael Rocha | Ferrari | 111.16
2024-10-05 18:45:44 | Vinícius Pereira | Ferrari | 111.16
2024-10-05 17:08:57 | Leonardo Almeida | Ferrari | 111.161
2024-10-05 11:52:55 | Gabriel Souza | Haas | 111.164
2024-10-05 11:30:58 | Leonardo Almeida | Ferrari | 111.164
2024-10-05 18:27:22 | Leonardo Almeida | Aston Martin | 111.172
2024-10-05 17:35:57 | Pedro Oliveira | AlphaTauri | 111.174
2024-10-05 11:59:19 | Carlos Andrade | Ferrari | 111.175
2024-10-05 13:17:25 | Gabriel Souza | Mercedes | 111.175
2024-10-05 10:50:30 | Marcos Costa | Haas | 111.175
2024-10-05 18:32:06 | Rafael Rocha | Aston Martin | 111.177
2024-10-05 11:54:04 | Thiago Mendes | Aston Martin | 111.179
2024-10-05 15:40:43 | Felipe Barbosa | Alpine | 111.18
2024-10-05 17:58:13 | Leonardo Almeida | Red Bull Racing | 111.183
2024-10-05 10:11:18 | José Ferreira | Red Bull Racing | 111.189
2024-10-05 18:16:21 | Marcos Costa | Haas | 111.189
2024-10-05 13:17:53 | Vinícius Pereira | AlphaTauri | 111.19
2024-10-05 12:36:58 | Lucas Silva | Alpine | 111.192
2024-10-05 15:59:32 | Carlos Andrade | Aston Martin | 111.193
2024-10-05 17:12:57 | Marcos Costa | Haas | 111.193
2024-10-05 11:22:44 | Gabriel Souza | AlphaTauri | 111.201
2024-10-05 17:42:46 | Leonardo Almeida | Alfa Romeo | 111.202
2024-10-05 14:01:49 | Marcos Costa | Aston Martin | 111.203
2024-10-05 17:33:31 | Rafael Rocha | McLaren | 111.206
2024-10-05 18:26:13 | Thiago Mendes | Alfa Romeo | 111.207
2024-10-05 10:42:07 | Lucas Silva | Haas | 111.208
2024-10-05 18:16:16 | Marcos Costa | Mercedes | 111.21
2024-10-05 18:58:24 | Leonardo Almeida | Mercedes | 111.213
2024-10-05 11:16:16 | Marcos Costa | Alfa Romeo | 111.213
2024-10-05 15:23:46 | Lucas Silva | Haas | 111.217
2024-10-05 13:48:43 | Lucas Silva | Mercedes | 111.218
2024-10-05 13:21:10 | Felipe Barbosa | Alfa Romeo | 111.224
2024-10-05 17:54:33 | Leonardo Almeida | Alpine | 111.224
2024-10-05 14:52:54 | Lucas Silva | Alpine | 111.225
2024-10-05 14:03:11 | Lucas Silva | Williams | 111.229
2024-10-05 12:39:42 | Thiago Mendes | Aston Martin | 111.23
2024-10-05 14:29:09 | Vinícius Pereira | Ferrari | 111.231
2024-10-05 18:08:01 | Carlos Andrade | AlphaTauri | 111.232
2024-10-05 14:00:57 | Lucas Silva | Haas | 111.235
2024-10-05 13:52:12 | Vinícius Pereira | Alpine | 111.237
2024-10-05 17:59:46 | Carlos Andrade | Red Bull Racing | 111.238
2024-10-05 12:28:39 | Felipe Barbosa | Haas | 111.238
2024-10-05 15:30:31 | Vinícius Pereira | Red Bull Racing | 111.24
2024-10-05 14:45:23 | Marcos Costa | Ferrari | 111.241
2024-10-05 16:07:48 | Vinícius Pereira | AlphaTauri | 111.241
2024-10-05 11:58:33 | Gabriel Souza | Alfa Romeo | 111.245
2024-10-05 15:27:14 | Thiago Mendes | Williams | 111.245
2024-10-05 10:50:22 | Marcos Costa | Red Bull Racing | 111.249
2024-10-05 18:40:25 | Thiago Mendes | Ferrari | 111.249
2024-10-05 16:01:39 | Felipe Barbosa | Red Bull Racing | 111.25
2024-10-05 10:24:26 | Pedro Oliveira | Alpine | 111.25
2024-10-05 10:04:09 | Felipe Barbosa | Aston Martin | 111.251
2024-10-05 10:23:31 | Pedro Oliveira | Aston Martin | 111.254
2024-10-05 17:46:51 | Pedro Oliveira | Alfa Romeo | 111.26
2024-10-05 18:30:35 | Thiago Mendes | AlphaTauri | 111.26
2024-10-05 18:29:36 | José Ferreira | Mercedes | 111.261
2024-10-05 18:45:28 | Rafael Rocha | Aston Martin | 111.261
2024-10-05 17:48:06 | Vinícius Pereira | Mercedes | 111.268
2024-10-05 12:31:05 | Vinícius Pereira | Red Bull Racing | 111.27
2024-10-05 11:43:19 | José Ferreira | AlphaTauri | 111.271
2024-10-05 11:42:10 | Thiago Mendes | Mercedes | 111.272
2024-10-05 18:14:01 | Rafael Rocha | Aston Martin | 111.275
2024-10-05 12:31:39 | Gabriel Souza | AlphaTauri | 111.276
2024-10-05 18:32:35 | Leonardo Almeida | McLaren | 111.277
2024-10-05 18:08:05 | Pedro Oliveira | Alpine | 111.28
2024-10-05 14:02:16 | Lucas Silva | Haas | 111.281
2024-10-05 14:35:44 | Carlos Andrade | AlphaTauri | 111.287
2024-10-05 18:36:35 | Leonardo Almeida | McLaren | 111.288
2024-10-05 13:04:47 | Carlos Andrade | AlphaTauri | 111.294
2024-10-05 11:31:09 | Felipe Barbosa | Mercedes | 111.301
2024-10-05 11:25:14 | Felipe Barbosa | Williams | 111.309
2024-10-05 15:26:39 | Leonardo Almeida | Alpine | 111.309
2024-10-05 10:42:19 | Marcos Costa | AlphaTauri | 111.31
2024-10-05 12:46:33 | Lucas Silva | Red Bull Racing | 111.311
2024-10-05 15:21:42 | Thiago Mendes | Red Bull Racing | 111.316
2024-10-05 10:54:01 | Felipe Barbosa | McLaren | 111.322
2024-10-05 12:57:41 | Fernando Silva | Mercedes | 111.322
2024-10-05 15:37:32 | José Ferreira | Alpine | 111.322
2024-10-05 17:01:55 | Pedro Oliveira | Aston Martin | 111.325
2024-10-05 13:55:54 | Leonardo Almeida | Aston Martin | 111.328
2024-10-05 13:06:30 | Gabriel Souza | Ferrari | 111.329
2024-10-05 12:57:17 | Pedro Oliveira | Ferrari | 111.33
2024-10-05 18:06:00 | Felipe Barbosa | Ferrari | 111.332
2024-10-05 13:47:16 | Lucas Silva | Williams | 111.335
2024-10-05 12:20:15 | Carlos Andrade | McLaren | 111.336
2024-10-05 16:38:01 | Thiago Mendes | Williams | 111.337
2024-10-05 17:12:21 | Rafael Rocha | Alpine | 111.34
2024-10-05 12:56:49 | Felipe Barbosa | AlphaTauri | 111.344
2024-10-05 18:39:24 | Felipe Barbosa | Red Bull Racing | 111.345
2024-10-05 15:09:50 | Marcos Costa | Red Bull Racing | 111.352
2024-10-05 17:10:25 | Rafael Rocha | Haas | 111.353
2024-10-05 18:57:16 | Thiago Mendes | Ferrari | 111.357
2024-10-05 16:32:19 | Fernando Silva | Alfa Romeo | 111.36
2024-10-05 14:03:57 | Vinícius Pereira | McLaren | 111.36
2024-10-05 15:44:38 | Gabriel Souza | Haas | 111.366
2024-10-05 13:58:11 | Leonardo Almeida | Aston Martin | 111.368
2024-10-05 11:30:33 | Lucas Silva | Mercedes | 111.368
2024-10-05 10:37:30 | Thiago Mendes | Mercedes | 111.373
2024-10-05 17:14:28 | Lucas Silva | Williams | 111.375
2024-10-05 12:42:55 | Carlos Andrade | AlphaTauri | 111.377
2024-10-05 14:39:14 | Vinícius Pereira | Alfa Romeo | 111.377
2024-10-05 11:04:25 | José Ferreira | Haas | 111.378
2024-10-05 14:31:56 | Thiago Mendes | Haas | 111.378
2024-10-05 12:44:15 | Vinícius Pereira | Haas | 111.378
2024-10-05 13:16:24 | Leonardo Almeida | Alfa Romeo | 111.38
2024-10-05 15:55:05 | Thiago Mendes | McLaren | 111.382
2024-10-05 14:57:42 | Carlos Andrade | Aston Martin | 111.383
2024-10-05 13:34:17 | Leonardo Almeida | Ferrari | 111.383
2024-10-05 17:29:16 | Rafael Rocha | Alpine | 111.384
2024-10-05 14:22:17 | Lucas Silva | Alfa Romeo | 111.385
2024-10-05 15:06:47 | Leonardo Almeida | Alfa Romeo | 111.388
2024-10-05 16:04:37 | Rafael Rocha | Alpine | 111.389
2024-10-05 11:37:02 | Rafael Rocha | Red Bull Racing | 111.389
2024-10-05 14:24:45 | Gabriel Souza | Mercedes | 111.39
2024-10-05 16:36:04 | Rafael Rocha | Alfa Romeo | 111.392
2024-10-05 10:28:27 | José Ferreira | AlphaTauri | 111.393
2024-10-05 16:41:51 | Leonardo Almeida | AlphaTauri | 111.393
2024-10-05 15:00:48 | Lucas Silva | Red Bull Racing | 111.393
2024-10-05 16:00:46 | Pedro Oliveira | McLaren | 111.393
2024-10-05 10:59:17 | Lucas Silva | Mercedes | 111.394
2024-10-05 12:57:40 | Rafael Rocha | McLaren | 111.396
2024-10-05 10:46:52 | Rafael Rocha | Mercedes | 111.398
2024-10-05 10:59:38 | Carlos Andrade | Aston Martin | 111.402
2024-10-05 15:59:41 | Rafael Rocha | Alpine | 111.402
2024-10-05 11:33:25 | Marcos Costa | Williams | 111.403
2024-10-05 11:57:05 | Leonardo Almeida | Williams | 111.409
2024-10-05 14:15:48 | José Ferreira | McLaren | 111.41
2024-10-05 17:08:44 | Pedro Oliveira | AlphaTauri | 111.41
2024-10-05 13:20:34 | Pedro Oliveira | Alfa Romeo | 111.411
2024-10-05 15:58:50 | Fernando Silva | Alfa Romeo | 111.414
2024-10-05 17:44:40 | Leonardo Almeida | AlphaTauri | 111.415
2024-10-05 18:32:53 | Marcos Costa | McLaren | 111.416
2024-10-05 16:54:09 | Thiago Mendes | Alfa Romeo | 111.417
2024-10-05 12:02:12 | Gabriel Souza | AlphaTauri | 111.418
2024-10-05 17:40:24 | Rafael Rocha | Haas | 111.42
2024-10-05 14:27:20 | Marcos Costa | McLaren | 111.423
2024-10-05 18:55:19 | Felipe Barbosa | Ferrari | 111.428
2024-10-05 18:03:03 | Thiago Mendes | Aston Martin | 111.428
2024-10-05 17:38:45 | Fernando Silva | Mercedes | 111.43
2024-10-05 11:22:43 | Gabriel Souza | AlphaTauri | 111.43
2024-10-05 14:49:51 | Marcos Costa | Aston Martin | 111.432
2024-10-05 18:37:10 | Leonardo Almeida | Haas | 111.434
2024-10-05 16:48:08 | Vinícius Pereira | Aston Martin | 111.438
2024-10-05 17:05:51 | Marcos Costa | Alpine | 111.44
2024-10-05 16:54:11 | José Ferreira | Aston Martin | 111.441
2024-10-05 16:30:06 | Pedro Oliveira | Alpine | 111.441
2024-10-05 14:57:58 | Marcos Costa | Mercedes | 111.448
2024-10-05 18:36:58 | Fernando Silva | Mercedes | 111.45
2024-10-05 13:40:05 | Lucas Silva | Red Bull Racing | 111.451
2024-10-05 11:22:51 | Gabriel Souza | Alfa Romeo | 111.456
2024-10-05 13:26:05 | Rafael Rocha | Williams | 111.457
2024-10-05 10:56:51 | Felipe Barbosa | Williams | 111.458
2024-10-05 10:32:14 | Fernando Silva | Williams | 111.458
2024-10-05 17:28:12 | Gabriel Souza | Red Bull Racing | 111.458
2024-10-05 16:58:31 | Fernando Silva | Haas | 111.463
2024-10-05 15:30:50 | Carlos Andrade | Haas | 111.465
2024-10-05 16:38:57 | Pedro Oliveira | Ferrari | 111.468
2024-10-05 15:29:04 | Vinícius Pereira | Red Bull Racing | 111.471
2024-10-05 11:40:33 | Lucas Silva | Alpine | 111.478
2024-10-05 14:07:56 | Thiago Mendes | Alpine | 111.478
2024-10-05 11:55:29 | Felipe Barbosa | Red Bull Racing | 111.481
2024-10-05 18:46:09 | Fernando Silva | Alfa Romeo | 111.483
2024-10-05 17:44:20 | Carlos Andrade | Ferrari | 111.487
2024-10-05 11:20:59 | Gabriel Souza | Haas | 111.498
2024-10-05 14:40:33 | Rafael Rocha | Williams | 111.5
2024-10-05 11:25:29 | Leonardo Almeida | Red Bull Racing | 111.502
2024-10-05 11:06:27 | Fernando Silva | Aston Martin | 111.504
2024-10-05 12:26:37 | Leonardo Almeida | McLaren | 111.504
2024-10-05 17:19:41 | Felipe Barbosa | Alpine | 111.505
2024-10-05 18:09:59 | Pedro Oliveira | Alpine | 111.505
2024-10-05 11:58:47 | Leonardo Almeida | Alfa Romeo | 111.508
2024-10-05 13:01:38 | Leonardo Almeida | Williams | 111.508
2024-10-05 11:20:15 | Felipe Barbosa | Williams | 111.51
2024-10-05 14:59:16 | Pedro Oliveira | Alpine | 111.51
2024-10-05 14:32:15 | Marcos Costa | AlphaTauri | 111.512
2024-10-05 10:53:22 | Rafael Rocha | Ferrari | 111.517
2024-10-05 10:48:46 | Pedro Oliveira | Ferrari | 111.518
2024-10-05 12:37:00 | Fernando Silva | Alpine | 111.524
2024-10-05 11:59:29 | Carlos Andrade | Alfa Romeo | 111.526
2024-10-05 10:19:42 | Leonardo Almeida | Alfa Romeo | 111.528
2024-10-05 11:10:57 | Lucas Silva | Aston Martin | 111.536
2024-10-05 18:23:52 | Vinícius Pereira | McLaren | 111.539
2024-10-05 12:11:09 | Carlos Andrade | Mercedes | 111.541
2024-10-05 11:27:20 | Rafael Rocha | AlphaTauri | 111.542
2024-10-05 16:23:53 | José Ferreira | McLaren | 111.543
2024-10-05 12:45:53 | Lucas Silva | Williams | 111.543
2024-10-05 14:20:45 | Carlos Andrade | McLaren | 111.544
2024-10-05 17:26:18 | Rafael Rocha | AlphaTauri | 111.544
2024-10-05 12:24:37 | Pedro Oliveira | Haas | 111.546
2024-10-05 12:26:52 | Fernando Silva | Alfa Romeo | 111.547
2024-10-05 12:56:13 | Thiago Mendes | Haas | 111.549
2024-10-05 11:19:58 | Fernando Silva | McLaren | 111.55
2024-10-05 15:57:42 | Fernando Silva | McLaren | 111.551
2024-10-05 15:56:11 | José Ferreira | Aston Martin | 111.551
2024-10-05 11:52:09 | Lucas Silva | Alpine | 111.551
2024-10-05 16:06:13 | Pedro Oliveira | Mercedes | 111.555
2024-10-05 17:59:54 | Thiago Mendes | Alpine | 111.555
2024-10-05 10:11:46 | Carlos Andrade | Alpine | 111.557
2024-10-05 18:17:36 | Thiago Mendes | Haas | 111.557
2024-10-05 16:06:51 | Rafael Rocha | Aston Martin | 111.56
2024-10-05 17:08:26 | Vinícius Pereira | Aston Martin | 111.56
2024-10-05 15:20:20 | Leonardo Almeida | AlphaTauri | 111.561
2024-10-05 16:44:19 | Marcos Costa | McLaren | 111.561
2024-10-05 15:27:37 | Gabriel Souza | Aston Martin | 111.565
2024-10-05 15:35:08 | Rafael Rocha | Red Bull Racing | 111.565
2024-10-05 10:57:39 | Rafael Rocha | AlphaTauri | 111.566
2024-10-05 16:42:10 | Thiago Mendes | Alfa Romeo | 111.566
2024-10-05 13:16:42 | Felipe Barbosa | McLaren | 111.567
2024-10-05 18:45:20 | Vinícius Pereira | Ferrari | 111.568
2024-10-05 12:17:58 | Vinícius Pereira | Red Bull Racing | 111.569
2024-10-05 15:12:13 | Leonardo Almeida | Mercedes | 111.571
2024-10-05 14:40:45 | Marcos Costa | Ferrari | 111.572
2024-10-05 13:13:35 | Leonardo Almeida | Haas | 111.573
2024-10-05 10:09:37 | Rafael Rocha | Red Bull Racing | 111.573
2024-10-05 14:02:14 | José Ferreira | Haas | 111.574
2024-10-05 13:29:30 | José Ferreira | Aston Martin | 111.576
2024-10-05 15:57:20 | Lucas Silva | AlphaTauri | 111.576
2024-10-05 15:52:25 | Gabriel Souza | Aston Martin | 111.579
2024-10-05 10:56:15 | José Ferreira | Williams | 111.581
2024-10-05 11:51:25 | Carlos Andrade | AlphaTauri | 111.582
2024-10-05 17:07:53 | Lucas Silva | Mercedes | 111.589
2024-10-05 11:26:41 | Pedro Oliveira | Williams | 111.589
2024-10-05 10:50:42 | Pedro Oliveira | McLaren | 111.59
2024-10-05 17:04:40 | Rafael Rocha | Williams | 111.591
2024-10-05 13:38:39 | Gabriel Souza | Williams | 111.595
2024-10-05 18:55:03 | Rafael Rocha | Red Bull Racing | 111.596
2024-10-05 16:05:34 | Leonardo Almeida | Williams | 111.597
2024-10-05 15:57:10 | Marcos Costa | Haas | 111.601
2024-10-05 11:36:46 | Thiago Mendes | Alpine | 111.602
2024-10-05 18:57:04 | Vinícius Pereira | Red Bull Racing | 111.603
2024-10-05 16:37:56 | Fernando Silva | AlphaTauri | 111.605
2024-10-05 16:13:00 | Vinícius Pereira | Alpine | 111.608
2024-10-05 10:28:13 | Carlos Andrade | Mercedes | 111.611
2024-10-05 16:39:53 | Leonardo Almeida | Aston Martin | 111.612
2024-10-05 16:13:47 | Lucas Silva | Williams | 111.612
2024-10-05 11:16:47 | Thiago Mendes | Williams | 111.617
2024-10-05 16:44:00 | Fernando Silva | Alpine | 111.622
2024-10-05 18:39:20 | Carlos Andrade | Haas | 111.624
2024-10-05 15:43:00 | José Ferreira | AlphaTauri | 111.624
2024-10-05 13:59:32 | Felipe Barbosa | Ferrari | 111.625
2024-10-05 15:58:00 | Leonardo Almeida | Aston Martin | 111.626
2024-10-05 14:46:22 | José Ferreira | McLaren | 111.627
2024-10-05 15:08:37 | Leonardo Almeida | Mercedes | 111.627
2024-10-05 18:28:01 | Marcos Costa | Aston Martin | 111.629
2024-10-05 14:27:32 | Lucas Silva | Alfa Romeo | 111.63
2024-10-05 16:24:01 | Felipe Barbosa | Alfa Romeo | 111.635
2024-10-05 10:58:42 | Leonardo Almeida | Aston Martin | 111.636
2024-10-05 17:12:06 | José Ferreira | Haas | 111.638
2024-10-05 12:38:40 | Vinícius Pereira | Mercedes | 111.64
2024-10-05 11:55:09 | Fernando Silva | Red Bull Racing | 111.642
2024-10-05 10:33:19 | Fernando Silva | Haas | 111.642
2024-10-05 12:27:38 | Pedro Oliveira | Alpine | 111.643
2024-10-05 10:10:49 | Vinícius Pereira | Mercedes | 111.646
2024-10-05 15:30:51 | Thiago Mendes | Alfa Romeo | 111.651
2024-10-05 13:49:06 | Lucas Silva | McLaren | 111.652
2024-10-05 13:34:49 | Lucas Silva | Alpine | 111.653
2024-10-05 14:12:48 | Fernando Silva | AlphaTauri | 111.654
2024-10-05 12:17:34 | Lucas Silva | Red Bull Racing | 111.655
2024-10-05 11:46:51 | Leonardo Almeida | Alfa Romeo | 111.659
2024-10-05 17:49:34 | Felipe Barbosa | AlphaTauri | 111.66
2024-10-05 12:31:51 | Thiago Mendes | Alpine | 111.662
2024-10-05 18:39:12 | Gabriel Souza | Aston Martin | 111.664
2024-10-05 18:44:45 | Fernando Silva | Ferrari | 111.666
2024-10-05 14:27:33 | Marcos Costa | Red Bull Racing | 111.668
2024-10-05 13:59:53 | Lucas Silva | Ferrari | 111.669
2024-10-05 13:04:29 | Marcos Costa | McLaren | 111.671
2024-10-05 11:02:30 | Carlos Andrade | Ferrari | 111.672
2024-10-05 18:35:52 | Thiago Mendes | Ferrari | 111.672
2024-10-05 17:53:40 | Vinícius Pereira | Red Bull Racing | 111.672
2024-10-05 11:31:56 | Pedro Oliveira | Alfa Romeo | 111.676
2024-10-05 10:36:07 | Fernando Silva | AlphaTauri | 111.679
2024-10-05 16:10:24 | Lucas Silva | Alfa Romeo | 111.679
2024-10-05 12:13:28 | Thiago Mendes | Alpine | 111.679
2024-10-05 15:58:17 | Vinícius Pereira | Alfa Romeo | 111.679
2024-10-05 17:16:46 | Marcos Costa | Aston Martin | 111.682
2024-10-05 17:07:05 | Fernando Silva | Aston Martin | 111.684
2024-10-05 17:47:20 | Carlos Andrade | Mercedes | 111.686
2024-10-05 12:02:51 | Leonardo Almeida | Haas | 111.686
2024-10-05 14:47:18 | Rafael Rocha | Aston Martin | 111.686
2024-10-05 18:05:32 | Vinícius Pereira | McLaren | 111.687
2024-10-05 12:57:03 | Gabriel Souza | McLaren | 111.688
2024-10-05 18:25:32 | Felipe Barbosa | Aston Martin | 111.691
2024-10-05 17:20:52 | José Ferreira | AlphaTauri | 111.697
2024-10-05 11:02:46 | José Ferreira | Red Bull Racing | 111.698
2024-10-05 16:57:46 | Vinícius Pereira | Aston Martin | 111.698
2024-10-05 16:45:12 | Thiago Mendes | Mercedes | 111.702
2024-10-05 10:20:26 | Lucas Silva | Haas | 111.704
2024-10-05 14:36:31 | Felipe Barbosa | McLaren | 111.705
2024-10-05 17:41:46 | José Ferreira | Haas | 111.706
2024-10-05 16:07:53 | Fernando Silva | Aston Martin | 111.707
2024-10-05 11:33:01 | Leonardo Almeida | Aston Martin | 111.708
2024-10-05 15:09:32 | Leonardo Almeida | Mercedes | 111.71
2024-10-05 11:26:51 | Rafael Rocha | Alpine | 111.711
2024-10-05 12:59:25 | Leonardo Almeida | AlphaTauri | 111.712
2024-10-05 15:00:41 | Thiago Mendes | Red Bull Racing | 111.716
2024-10-05 14:51:12 | Gabriel Souza | Ferrari | 111.719
2024-10-05 17:02:41 | Lucas Silva | Alfa Romeo | 111.721
2024-10-05 18:19:53 | Carlos Andrade | Mercedes | 111.723
2024-10-05 18:13:43 | Marcos Costa | Haas | 111.725
2024-10-05 11:22:41 | Pedro Oliveira | Haas | 111.725
2024-10-05 16:40:15 | Pedro Oliveira | Alpine | 111.727
2024-10-05 16:01:49 | Lucas Silva | Aston Martin | 111.728
2024-10-05 15:40:07 | Gabriel Souza | Alpine | 111.731
